#sl_no Z X M L T_eff
2000 0.00609 0.73603 2.77609 149.1732 6282.04651
2001 0.00609 0.73603 2.09116 95.14332 5986.73401
2002 0.00609 0.73603 2.93794 163.21245 4871.10901
2003 0.00609 0.73603 2.03274 48.46292 7676.57776
2004 0.00609 0.73603 2.45535 119.13368 4592.20276
2005 0.00609 0.73603 2.28745 85.02569 6700.40588
2006 0.00609 0.73603 2.76301 209.0139 7816.03088
2007 0.00609 0.73603 2.58626 106.46489 4190.24963
2008 0.00609 0.73603 2.30915 182.63391 5305.87463
2009 0.00609 0.73603 2.49627 123.2205 7336.14807
2010 0.00609 0.73603 2.2713 65.65163 7893.96057
2011 0.00609 0.73603 2.20785 141.01871 5646.30432
2012 0.00609 0.73603 2.87617 241.90884 4661.92932
2013 0.00609 0.73603 2.65431 172.65031 6770.13245
2014 0.00609 0.73603 2.11599 58.67017 4538.88245
2015 0.00609 0.73603 2.36991 100.64504 7754.50745
2016 0.00609 0.73603 2.39523 72.23528 4221.01135
2017 0.00609 0.73603 2.73381 113.25617 4713.19885
2018 0.00609 0.73603 2.60772 222.34668 7288.9801
2019 0.00609 0.73603 2.32832 129.61511 6173.3551
2020 0.00609 0.73603 2.1691 92.50629 4065.15198
2021 0.00609 0.73603 2.82569 158.6888 5180.77698
2022 0.00609 0.73603 2.45245 198.70213 7920.62073
2023 0.00609 0.73603 2.14365 61.02492 5275.11292
2024 0.00609 0.73603 2.63868 137.11018 5767.30042
2025 0.00609 0.73603 2.2473 109.49983 7227.45667
2026 0.00609 0.73603 2.71451 269.17731 6243.08167
2027 0.00609 0.73603 2.50512 192.11182 4134.87854
2028 0.00609 0.73603 2.91376 394.50642 6497.37854
2029 0.00609 0.73603 2.41225 78.15002 5119.25354
2030 0.00609 0.73603 2.88637 263.19209 5398.15979
2031 0.00609 0.73603 2.38817 147.92061 7488.93127
2032 0.00609 0.73603 2.07272 75.34595 6258.46252
2033 0.00609 0.73603 2.32145 62.94119 5011.58752
2034 0.00609 0.73603 2.91204 185.21874 7242.83752
2035 0.00609 0.73603 2.22486 105.57092 5380.72815
2036 0.00609 0.73603 2.68741 181.10036 4396.35315
2037 0.00609 0.73603 2.14745 124.96445 6434.82971
2038 0.00609 0.73603 2.79747 307.19313 7550.45471
2039 0.00609 0.73603 2.56952 143.01456 4449.67346
2040 0.00609 0.73603 2.82402 321.32369 4351.23596
2041 0.00609 0.73603 2.2834 175.09384 7657.09534
2042 0.00609 0.73603 2.58168 219.2437 5442.25159
2043 0.00609 0.73603 2.05809 74.50358 7411.00159
2044 0.00609 0.73603 2.30507 89.18712 4326.62659
2045 0.00609 0.73603 2.6278 282.3517 4923.40393
2046 0.00609 0.73603 2.09486 46.72404 6892.15393
2047 0.00609 0.73603 2.34625 114.8591 5907.77893
2048 0.00609 0.73603 2.03634 100.36254 4677.31018
2049 0.00609 0.73603 2.70332 131.44957 7072.62268
2050 0.00609 0.73603 2.51847 93.81554 4980.82581
2051 0.00609 0.73603 2.4251 160.93473 3996.45081
2052 0.00609 0.73603 2.18581 81.97493 8015.98206
2053 0.00609 0.73603 2.84745 201.51437 7031.60706
2054 0.00609 0.73603 2.26461 135.95888 4853.67737
2055 0.00609 0.73603 2.73542 233.22902 5969.30237
2056 0.00609 0.73603 2.20135 69.25304 6576.33362
2057 0.00609 0.73603 2.60926 108.58038 6018.52112
2058 0.00609 0.73603 2.10975 121.50089 7831.41174
2059 0.00609 0.73603 2.96407 298.67885 6715.78674
2060 0.00609 0.73603 2.52442 166.45553 8077.50549
2061 0.00609 0.73603 2.93621 341.82059 5715.00549
2062 0.00609 0.73603 2.01244 56.56506 5846.25549
2063 0.00609 0.73603 2.43083 97.03384 6961.88049
2064 0.00609 0.73603 2.62122 164.47891 5511.7218
2065 0.00609 0.73603 2.08961 55.89336 7742.9718
2066 0.00609 0.73603 2.34037 95.88159 4527.3468
2067 0.00609 0.73603 2.51216 112.22629 4387.89368
2068 0.00609 0.73603 2.28576 71.57842 4945.70618
2069 0.00609 0.73603 2.18033 140.52411 6635.54993
2070 0.00609 0.73603 2.84032 241.06039 7619.92493
2071 0.00609 0.73603 2.26963 79.20041 5581.44836
2072 0.00609 0.73603 2.74149 194.69393 4465.82336
2073 0.00609 0.73603 2.33485 155.48775 6418.16711
2074 0.00609 0.73603 2.80698 132.84242 5441.99524
2075 0.00609 0.73603 2.11443 101.426 6852.93274
2076 0.00609 0.73603 2.97063 173.99 7968.55774
2077 0.00609 0.73603 2.0169 47.21914 4605.27649
2078 0.00609 0.73603 2.43622 116.07616 7689.65149
2079 0.00609 0.73603 2.48561 211.82319 7092.87415
2080 0.00609 0.73603 2.39346 86.1685 6108.49915
2081 0.00609 0.73603 2.91849 221.56684 6387.4054
2082 0.00609 0.73603 2.1675 53.73662 6510.45227
2083 0.00609 0.73603 2.71892 324.72848 6116.70227
2084 0.00609 0.73603 2.66805 144.52996 7002.63977
2085 0.00609 0.73603 2.22979 126.2886 4000.29602
2086 0.00609 0.73603 2.69337 310.44819 4984.67102
2087 0.00609 0.73603 2.14207 104.3173 7162.60071
2088 0.00609 0.73603 2.79046 178.94984 6046.97571
2089 0.00609 0.73603 2.46806 204.7977 4849.31946
2090 0.00609 0.73603 2.75121 122.10001 8056.74133
2091 0.00609 0.73603 2.57521 262.26899 3938.77258
2092 0.00609 0.73603 2.05294 43.40072 6170.02258
2093 0.00609 0.73603 2.29929 152.88749 5054.39758
2094 0.00609 0.73603 2.99705 254.28411 7177.98157
2095 0.00609 0.73603 2.2576 162.18352 4585.79407
2096 0.00609 0.73603 2.60118 185.60961 6308.45032
2097 0.00609 0.73603 2.07364 63.07401 4339.70032
2098 0.00609 0.73603 2.32248 75.50496 7424.07532
2099 0.00609 0.73603 2.16367 110.66011 5315.87219
2100 0.00609 0.73603 2.81861 272.02955 4200.24719
2101 0.00609 0.73603 2.54049 138.56302 7793.21594
2102 0.00609 0.73603 2.22585 61.67155 7301.02844
2103 0.00609 0.73603 2.1484 50.94212 4155.13
2104 0.00609 0.73603 2.36119 196.34259 5631.6925
2105 0.00609 0.73603 2.25228 91.4078 6369.97375
2106 0.00609 0.73603 2.72053 156.80441 7354.34875
2107 0.00609 0.73603 2.51067 229.81263 5246.14563
2108 0.00609 0.73603 2.00149 38.02979 7477.39563
2109 0.00609 0.73603 2.4176 133.96733 4261.77063
2110 0.00609 0.73603 2.059 89.37533 5000.05188
2111 0.00609 0.73603 2.30609 74.6608 6246.92688
2112 0.00609 0.73603 2.89277 219.70637 4015.67688
2113 0.00609 0.73603 2.09579 113.81464 4481.20422
2114 0.00609 0.73603 2.94445 279.78416 5596.82922
2115 0.00609 0.73603 2.55553 170.60013 4727.29797
2116 0.00609 0.73603 2.97239 350.33165 6564.79797
2117 0.00609 0.73603 2.03724 57.97348 6958.54797
2118 0.00609 0.73603 2.46079 99.4499 5842.92297
2119 0.00609 0.73603 2.29252 145.75384 7951.1261
2120 0.00609 0.73603 2.76913 250.03165 6835.5011
2121 0.00609 0.73603 2.18678 67.85608 5736.28235
2122 0.00609 0.73603 2.59199 127.358 5178.46985
2123 0.00609 0.73603 2.49001 102.86149 6216.16516
2124 0.00609 0.73603 2.3977 176.4525 7200.54016
2125 0.00609 0.73603 2.20232 82.14792 4788.82141
2126 0.00609 0.73603 2.86896 201.93963 5773.19641
2127 0.00609 0.73603 2.64766 295.96284 7881.39954
2128 0.00609 0.73603 2.11069 48.97644 5912.64954
2129 0.00609 0.73603 2.36397 120.39603 6897.02454
2130 0.00609 0.73603 2.01334 96.15147 7635.30579
2131 0.00609 0.73603 2.67278 150.75386 4124.36829
2132 0.00609 0.73603 2.47755 147.60911 5569.65637
2133 0.00609 0.73603 2.25427 54.88146 5077.46887
2134 0.00609 0.73603 2.82777 331.64668 5471.21887
2135 0.00609 0.73603 2.1913 117.88456 7554.81262
2136 0.00609 0.73603 2.8546 289.78901 6439.18762
2137 0.00609 0.73603 2.6594 206.82238 4330.9845
2138 0.00609 0.73603 2.12005 70.28255 6299.7345
2139 0.00609 0.73603 2.37446 84.13419 5446.6095
2140 0.00609 0.73603 2.68464 105.3486 7661.45325
2141 0.00609 0.73603 2.79458 124.7013 4515.55481
2142 0.00609 0.73603 2.10509 79.53503 7238.99231
2143 0.00609 0.73603 2.3577 66.44059 4023.36731
2144 0.00609 0.73603 2.95751 195.51653 6254.61731
2145 0.00609 0.73603 2.56687 244.81596 7485.08606
2146 0.00609 0.73603 2.04628 40.51256 5253.83606
2147 0.00609 0.73603 2.47171 142.71339 6500.71106
2148 0.00609 0.73603 2.28104 101.85453 4392.50793
2149 0.00609 0.73603 2.75527 174.72512 5376.88293
2150 0.00609 0.73603 2.17583 47.41864 6115.16418
2151 0.00609 0.73603 2.57902 88.9993 6607.35168
2152 0.00609 0.73603 2.13764 73.10337 7696.31653
2153 0.00609 0.73603 2.6313 114.61722 7138.50403
2154 0.00609 0.73603 2.24101 131.17275 5973.66028
2155 0.00609 0.73603 2.70691 225.01871 4858.03528
2156 0.00609 0.73603 2.52181 160.59583 6966.2384
2157 0.00609 0.73603 2.93317 329.78755 4603.7384
2158 0.00609 0.73603 2.01037 54.57381 4734.9884
2159 0.00609 0.73603 2.42832 93.61798 8081.8634
2160 0.00609 0.73603 2.9056 315.28478 7835.76965
2161 0.00609 0.73603 2.73906 135.67257 6084.40247
2162 0.00609 0.73603 2.61272 266.35498 5903.93372
2163 0.00609 0.73603 2.08284 44.07688 7872.68372
2164 0.00609 0.73603 2.33279 108.35172 4919.55872
2165 0.00609 0.73603 2.15284 77.33061 7027.76184
2166 0.00609 0.73603 2.8045 190.09752 8012.13684
2167 0.00609 0.73603 2.52777 96.8295 3992.60559
2168 0.00609 0.73603 2.43406 166.10499 4976.98059
2169 0.00609 0.73603 2.7765 256.79802 5642.45911
2170 0.00609 0.73603 2.55025 119.55299 6347.92786
2171 0.00609 0.73603 2.2344 63.69758 6905.74036
2172 0.00609 0.73603 2.58664 183.27672 7750.66223
2173 0.00609 0.73603 2.06205 62.28125 5519.41223
2174 0.00609 0.73603 2.30949 106.83961 6766.28723
2175 0.00609 0.73603 2.40408 123.6542 5712.18567
2176 0.00609 0.73603 2.87659 141.51504 7402.02942
2177 0.00609 0.73603 2.08653 90.25892 4875.46692
2178 0.00609 0.73603 2.93144 154.83356 5991.09192
2179 0.00609 0.73603 2.6547 100.99927 5310.23254
2180 0.00609 0.73603 2.37026 173.25798 4194.60754
2181 0.00609 0.73603 2.21863 88.25199 7820.38879
2182 0.00609 0.73603 2.67989 216.94492 6704.76379
2183 0.00609 0.73603 2.25827 113.6548 6239.23645
2184 0.00609 0.73603 2.72777 279.39123 7223.61145
2185 0.00609 0.73603 2.19518 57.89206 4286.8927
2186 0.00609 0.73603 2.60195 130.07131 4779.0802
2187 0.00609 0.73603 2.98381 249.68051 4409.93958
2188 0.00609 0.73603 2.54124 199.40149 5115.40833
2189 0.00609 0.73603 2.95577 409.47594 7477.90833
2190 0.00609 0.73603 2.02585 67.76078 7084.15833
2191 0.00609 0.73603 2.44703 81.11541 4131.03333
2192 0.00609 0.73603 2.63285 236.03183 6177.71301
2193 0.00609 0.73603 2.35076 137.59276 7293.33801
2194 0.00609 0.73603 2.04025 83.89804 6456.61926
2195 0.00609 0.73603 2.70851 109.88523 5833.18176
2196 0.00609 0.73603 2.49958 78.42508 7924.97864
2197 0.00609 0.73603 2.40692 192.78798 6809.35364
2198 0.00609 0.73603 2.16942 98.19994 5185.13489
2199 0.00609 0.73603 2.8261 168.45589 4069.50989
2200 0.00609 0.73603 2.87999 153.9656 6530.44739
2201 0.0024 0.74541 2.38421 184.3423 7640.625
2202 0.0024 0.74541 2.18993 93.89798 4342.96875
2203 0.0024 0.74541 2.85281 161.07615 5458.59375
2204 0.0024 0.74541 2.90721 147.22066 7919.53125
2205 0.0024 0.74541 2.65774 236.0733 7566.79688
2206 0.0024 0.74541 2.37297 137.61693 6451.17187
2207 0.0024 0.74541 2.021 83.91278 7287.89063
2208 0.0024 0.74541 2.68295 109.90454 4433.20312
2209 0.0024 0.74541 2.95566 244.17169 5118.16406
2210 0.0024 0.74541 2.56526 195.002 4412.69531
2211 0.0024 0.74541 2.9837 400.44148 6250.19531
2212 0.0024 0.74541 2.045 66.26574 6381.44531
2213 0.0024 0.74541 2.47016 79.32573 5397.07031
2214 0.0024 0.74541 2.27961 116.25983 7505.27344
2215 0.0024 0.74541 2.75355 285.79504 6520.89844
2216 0.0024 0.74541 2.17447 59.21898 4995.11719
2217 0.0024 0.74541 2.5774 133.05262 5487.30469
2218 0.0024 0.74541 2.62965 99.88763 3910.25391
2219 0.0024 0.74541 2.3479 171.35103 5025.87891
2220 0.0024 0.74541 2.2396 87.28065 6978.22266
2221 0.0024 0.74541 2.70522 214.55714 8093.84766
2222 0.0024 0.74541 2.00911 52.03656 7954.39453
2223 0.0024 0.74541 2.4268 127.91857 4870.01953
2224 0.0024 0.74541 2.84945 146.39537 6002.05078
2225 0.0024 0.74541 2.06684 93.37161 5706.73828
2226 0.0024 0.74541 2.90378 160.1732 4591.11328
2227 0.0024 0.74541 2.61109 177.22915 7047.94922
2228 0.0024 0.74541 2.08154 60.22616 4816.69922
2229 0.0024 0.74541 2.33132 103.31423 8032.32422
2230 0.0024 0.74541 2.80274 259.74714 4939.74609
2231 0.0024 0.74541 2.52619 120.92596 7056.15234
2232 0.0024 0.74541 2.21332 64.4291 7613.96484
2233 0.0024 0.74541 2.13252 76.05075 7770.84961
2234 0.0024 0.74541 2.77804 186.95131 6786.47461
2235 0.0024 0.74541 2.55167 95.22693 5227.88086
2236 0.0024 0.74541 2.45707 163.35588 4243.50586
2237 0.0024 0.74541 2.00555 106.55845 4924.36523
2238 0.0024 0.74541 2.76495 139.56464 7319.67773
2239 0.0024 0.74541 2.58807 273.99595 4678.27148
2240 0.0024 0.74541 2.06319 45.34132 6647.02148
2241 0.0024 0.74541 2.31077 111.46003 5662.64648
2242 0.0024 0.74541 2.49802 154.4261 7832.37305
2243 0.0024 0.74541 2.9055 317.11786 5994.87305
2244 0.0024 0.74541 2.40541 90.02139 6716.74805
2245 0.0024 0.74541 2.08769 123.32879 8078.4668
2246 0.0024 0.74541 2.93307 303.17225 6962.8418
2247 0.0024 0.74541 2.15785 73.52839 6823.38867
2248 0.0024 0.74541 2.65617 115.28361 6265.57617
2249 0.0024 0.74541 2.21986 131.9354 4608.54492
2250 0.0024 0.74541 2.68137 226.32698 5724.16992
2251 0.0024 0.74541 2.25952 99.04889 5135.5957
2252 0.0024 0.74541 2.72928 169.91222 4151.2207
2253 0.0024 0.74541 2.821 126.84445 5750.83008
2254 0.0024 0.74541 2.12499 80.90195 6505.51758
2255 0.0024 0.74541 2.37999 67.58246 5258.64258
2256 0.0024 0.74541 2.98547 198.87674 7489.89258
2257 0.0024 0.74541 2.54264 249.02344 6259.42383
2258 0.0024 0.74541 2.02697 41.20883 4028.17383
2259 0.0024 0.74541 2.44838 145.16611 7243.79883
2260 0.0024 0.74541 2.63431 205.69911 5197.11914
2261 0.0024 0.74541 2.10005 69.90084 7165.86914
2262 0.0024 0.74541 2.35206 83.67725 4081.49414
2263 0.0024 0.74541 2.71001 104.77645 6788.52539
2264 0.0024 0.74541 2.50097 153.56042 4696.72852
2265 0.0024 0.74541 2.27558 57.09417 4204.54102
2266 0.0024 0.74541 2.8545 345.01803 4073.29102
2267 0.0024 0.74541 2.17062 122.63743 6189.69727
2268 0.0024 0.74541 2.82767 301.47274 7305.32227
2269 0.0024 0.74541 2.09077 48.84755 4686.9873
2270 0.0024 0.74541 2.34167 120.0792 7640.1123
2271 0.0024 0.74541 2.03237 95.89844 6901.83105
2272 0.0024 0.74541 2.69804 150.35713 5359.64355
2273 0.0024 0.74541 2.51355 107.30986 7451.44043
2274 0.0024 0.74541 2.00378 36.46613 5220.19043
2275 0.0024 0.74541 2.42036 184.08341 6467.06543
2276 0.0024 0.74541 2.18154 85.70051 5531.90918
2277 0.0024 0.74541 2.84189 210.67277 4547.53418
2278 0.0024 0.74541 2.27088 142.13792 6586.01074
2279 0.0024 0.74541 2.743 243.82878 7701.63574
2280 0.0024 0.74541 2.20745 66.17268 4863.35449
2281 0.0024 0.74541 2.61649 124.19846 4305.54199
2282 0.0024 0.74541 2.1156 116.09656 5839.52637
2283 0.0024 0.74541 2.97228 285.39367 4723.90137
2284 0.0024 0.74541 2.53141 174.02057 5593.43262
2285 0.0024 0.74541 2.94434 357.35559 7955.93262
2286 0.0024 0.74541 2.01802 59.13581 7824.68262
2287 0.0024 0.74541 2.43757 101.44382 4477.80762
2288 0.0024 0.74541 2.48698 221.60577 4020.4834
2289 0.0024 0.74541 2.39478 129.1832 5004.8584
2290 0.0024 0.74541 2.07847 86.18363 4266.57715
2291 0.0024 0.74541 2.32789 71.99458 7482.20215
2292 0.0024 0.74541 2.92011 211.86041 5250.95215
2293 0.0024 0.74541 2.1687 51.38252 5390.40527
2294 0.0024 0.74541 2.3835 198.04001 4898.21777
2295 0.0024 0.74541 2.23103 92.19804 7113.06152
2296 0.0024 0.74541 2.69486 158.16001 6128.68652
2297 0.0024 0.74541 2.14325 109.13495 3950.75684
2298 0.0024 0.74541 2.79201 268.28035 5066.38184
2299 0.0024 0.74541 2.5645 136.6533 6920.28809
2300 0.0024 0.74541 2.46943 234.42025 8035.91309
2301 0.0024 0.74541 2.24688 60.82157 6428.10059
2302 0.0024 0.74541 2.8185 367.54254 6034.35059
2303 0.0024 0.74541 2.27894 167.3057 5944.11621
2304 0.0024 0.74541 2.57664 191.47166 7174.58496
2305 0.0024 0.74541 2.99694 393.19184 5337.08496
2306 0.0024 0.74541 2.05407 65.06606 5205.83496
2307 0.0024 0.74541 2.30057 77.8896 6058.95996
2308 0.0024 0.74541 2.99517 185.64222 3933.3252
2309 0.0024 0.74541 2.72525 118.40342 6656.7627
2310 0.0024 0.74541 2.59955 254.32878 5327.85645
2311 0.0024 0.74541 2.07234 42.08676 7559.10645
2312 0.0024 0.74541 2.32103 148.25881 4212.23145
2313 0.0024 0.74541 2.16231 105.81229 6320.43457
2314 0.0024 0.74541 2.81684 181.51442 7436.05957
2315 0.0024 0.74541 2.5389 84.50451 4564.96582
2316 0.0024 0.74541 2.44477 207.73271 5680.59082
2317 0.0024 0.74541 2.14705 53.29477 7218.67676
2318 0.0024 0.74541 2.69327 322.05835 7349.92676
2319 0.0024 0.74541 2.64287 143.34154 7710.86426
2320 0.0024 0.74541 2.25087 125.25017 5266.33301
2321 0.0024 0.74541 2.71882 307.89548 4281.95801
2322 0.0024 0.74541 2.5091 219.74497 6390.16113
2323 0.0024 0.74541 2.00023 74.67392 4421.41113
2324 0.0024 0.74541 2.41608 89.39103 7374.53613
2325 0.0024 0.74541 2.89095 229.85301 7095.62988
2326 0.0024 0.74541 2.7805 130.27712 4042.0166
2327 0.0024 0.74541 2.09448 99.46738 7684.2041
2328 0.0024 0.74541 2.9426 170.63011 6568.5791
2329 0.0024 0.74541 2.03597 46.3073 5994.36035
2330 0.0024 0.74541 2.45925 113.83463 6847.48535
2331 0.0024 0.74541 2.29108 81.24376 4739.28223
2332 0.0024 0.74541 2.7674 199.717 5854.90723
2333 0.0024 0.74541 2.59036 92.97877 6133.81348
2334 0.0024 0.74541 2.31282 159.4993 7249.43848
2335 0.0024 0.74541 2.48845 107.61191 5096.11816
2336 0.0024 0.74541 2.26419 68.63535 5653.93066
2337 0.0024 0.74541 2.20094 134.74622 7901.58691
2338 0.0024 0.74541 2.86716 231.14878 6917.21191
2339 0.0024 0.74541 2.646 164.97086 4809.00879
2340 0.0024 0.74541 2.10936 56.06053 7040.25879
2341 0.0024 0.74541 2.36249 96.16836 5793.38379
2342 0.0024 0.74541 2.08985 118.98727 6967.19971
2343 0.0024 0.74541 2.9361 292.49974 8082.82471
2344 0.0024 0.74541 2.54828 163.01187 6721.10596
2345 0.0024 0.74541 2.96396 334.74896 4883.60596
2346 0.0024 0.74541 2.03147 55.39483 4489.85596
2347 0.0024 0.74541 2.45381 95.02639 7836.73096
2348 0.0024 0.74541 2.28601 139.27073 5728.52783
2349 0.0024 0.74541 2.76128 238.91029 4612.90283
2350 0.0024 0.74541 2.18058 70.93999 7943.37158
2351 0.0024 0.74541 2.58464 111.22531 7385.55908
2352 0.0024 0.74541 2.4947 89.83182 4239.66064
2353 0.0024 0.74541 2.40222 154.1009 5224.03564
2354 0.0024 0.74541 2.20647 78.49399 6782.62939
2355 0.0024 0.74541 2.87436 192.95739 7767.00439
2356 0.0024 0.74541 2.65264 282.79847 5658.80127
2357 0.0024 0.74541 2.11466 46.79797 7627.55127
2358 0.0024 0.74541 2.36843 115.04084 4674.42627
2359 0.0024 0.74541 2.01713 100.52135 5904.89502
2360 0.0024 0.74541 2.67781 131.65756 6331.45752
2361 0.0024 0.74541 2.26185 169.55441 6792.8833
2362 0.0024 0.74541 2.60608 212.3075 4085.85205
2363 0.0024 0.74541 2.07755 72.14651 6054.60205
2364 0.0024 0.74541 2.32686 86.36551 5201.47705
2365 0.0024 0.74541 2.16774 126.57734 7309.68018
2366 0.0024 0.74541 2.82391 311.15799 6194.05518
2367 0.0024 0.74541 2.54527 144.86041 5816.71143
2368 0.0024 0.74541 2.23004 53.85949 5324.52393
2369 0.0024 0.74541 2.79737 325.47093 5193.27393
2370 0.0024 0.74541 2.24589 104.5558 4147.37549
2371 0.0024 0.74541 2.71281 179.35899 5131.75049
2372 0.0024 0.74541 2.41074 153.23705 6255.57861
2373 0.0024 0.74541 2.83059 122.37917 4762.60986
2374 0.0024 0.74541 2.05316 78.05397 7486.04736
2375 0.0024 0.74541 2.29955 65.20337 4270.42236
2376 0.0024 0.74541 2.88456 191.87572 6501.67236
2377 0.0024 0.74541 2.48148 184.99112 5393.2251
2378 0.0024 0.74541 2.88627 379.88389 7230.7251
2379 0.0024 0.74541 2.38949 75.25336 4408.8501
2380 0.0024 0.74541 2.91365 253.43677 4129.94385
2381 0.0024 0.74541 2.16391 61.46604 4006.89697
2382 0.0024 0.74541 2.66362 138.1013 4499.08447
2383 0.0024 0.74541 2.22609 110.29136 6517.05322
2384 0.0024 0.74541 2.6889 271.12309 7501.42822
2385 0.0024 0.74541 2.14863 91.10321 5462.95166
2386 0.0024 0.74541 2.79902 156.2819 4347.32666
2387 0.0024 0.74541 2.47563 195.68834 6529.35791
2388 0.0024 0.74541 2.00171 89.07751 6176.62354
2389 0.0024 0.74541 2.41786 74.41202 5060.99854
2390 0.0024 0.74541 2.75965 116.66902 5553.18604
2391 0.0024 0.74541 2.58311 229.04685 6455.52979
2392 0.0024 0.74541 2.30634 133.52092 7571.15479
2393 0.0024 0.74541 2.62926 171.95412 8028.479
2394 0.0024 0.74541 2.09602 58.43359 5797.229
2395 0.0024 0.74541 2.34755 100.2392 7044.104
2396 0.0024 0.74541 2.03747 114.71794 7749.57275
2397 0.0024 0.74541 2.51986 128.3688 6067.93213
2398 0.0024 0.74541 2.29277 68.39462 6625.74463
2399 0.0024 0.74541 2.18702 146.91063 4935.90088
2400 0.0024 0.74541 2.84903 252.01606 5920.27588
2401 0.0024 0.74541 2.26586 82.79989 8098.20557
2402 0.0024 0.74541 2.73694 203.54235 6982.58057
2403 0.0024 0.74541 2.6107 103.67786 5030.23682
2404 0.0024 0.74541 2.33098 177.85293 3914.61182
2405 0.0024 0.74541 2.80233 151.95033 7122.03369
2406 0.0024 0.74541 2.11092 96.91459 4595.47119
2407 0.0024 0.74541 2.96571 166.25096 5711.09619
2408 0.0024 0.74541 2.01356 49.36514 6843.12744
2409 0.0024 0.74541 2.43218 121.35157 5990.00244
2410 0.0024 0.74541 2.25452 118.82016 4278.11279
2411 0.0024 0.74541 2.72324 292.08896 5262.48779
2412 0.0024 0.74541 2.19154 55.31703 6230.45654
2413 0.0024 0.74541 2.74908 334.27884 6361.70654
2414 0.0024 0.74541 2.59764 148.78063 6722.64404
2415 0.0024 0.74541 2.97887 238.57477 6107.40967
2416 0.0024 0.74541 2.53702 208.46385 7370.69092
2417 0.0024 0.74541 2.95086 428.08574 5008.19092
2418 0.0024 0.74541 2.02249 70.84036 5401.94092
2419 0.0024 0.74541 2.44297 84.80193 6386.31592
2420 0.0024 0.74541 2.64092 246.75897 4216.58936
2421 0.0024 0.74541 2.35796 143.84605 5332.21436
2422 0.0024 0.74541 2.04651 80.16627 3937.68311
2423 0.0024 0.74541 2.71682 125.69101 7776.74561
2424 0.0024 0.74541 2.50725 89.70566 5684.94873
2425 0.0024 0.74541 2.17608 102.66291 7440.41748
2426 0.0024 0.74541 2.83477 176.11185 6324.79248
2427 0.0024 0.74541 2.88882 134.46247 4848.22998
2428 0.0024 0.74541 2.13788 130.73565 6913.3667
2429 0.0024 0.74541 2.78501 224.26889 7897.7417
2430 0.0024 0.74541 2.55807 114.23529 4107.89795
2431 0.0024 0.74541 2.24126 72.85977 4665.71045
2432 0.0024 0.74541 2.59457 160.06068 5789.53857
2433 0.0024 0.74541 2.06837 54.39195 8020.78857
2434 0.0024 0.74541 2.31658 93.30602 4805.16357
2435 0.0024 0.74541 2.40009 107.99067 7967.46826
2436 0.0024 0.74541 2.87182 135.22048 5161.99951
2437 0.0024 0.74541 2.08307 103.24166 6572.93701
2438 0.0024 0.74541 2.92658 177.10466 7688.56201
2439 0.0024 0.74541 2.65029 96.50684 7253.79639
2440 0.0024 0.74541 2.36633 165.55149 6138.17139
2441 0.0024 0.74541 2.21495 77.07293 5859.26514
2442 0.0024 0.74541 2.67544 189.46407 4743.64014
2443 0.0024 0.74541 2.13158 63.84321 5983.3374
2444 0.0024 0.74541 2.62383 119.82633 5425.5249
2445 0.0024 0.74541 2.23465 150.0405 7705.99365
2446 0.0024 0.74541 2.69924 257.38516 6590.36865
2447 0.0024 0.74541 2.51466 183.69576 4482.16553
2448 0.0024 0.74541 2.92485 377.22383 6844.66553
2449 0.0024 0.74541 2.00466 62.42364 6713.41553
2450 0.0024 0.74541 2.42144 107.08389 5597.79053
2451 0.0024 0.74541 2.06227 112.00963 4728.25928
2452 0.0024 0.74541 2.89736 275.34701 5843.88428
2453 0.0024 0.74541 2.74422 141.8386 4371.42334
2454 0.0024 0.74541 2.08676 50.41685 5667.51709
2455 0.0024 0.74541 2.33718 123.93692 6651.89209
2456 0.0024 0.74541 2.15689 88.45376 4543.68896
2457 0.0024 0.74541 2.80978 217.44094 5528.06396
2458 0.0024 0.74541 2.53253 101.23019 6463.22021
2459 0.0024 0.74541 2.43865 173.65411 7447.59521
2460 0.0024 0.74541 2.48222 128.91116 8040.271
2461 0.0024 0.74541 2.25852 57.3757 7548.0835
2462 0.0024 0.74541 2.8331 346.71931 7154.3335
2463 0.0024 0.74541 2.19543 112.64107 5070.73975
2464 0.0024 0.74541 2.85998 276.89925 3955.11475
2465 0.0024 0.74541 2.66441 197.62296 6063.31787
2466 0.0024 0.74541 2.12404 67.1564 4094.56787
2467 0.0024 0.74541 2.37893 80.39192 7178.94287
2468 0.0024 0.74541 2.22675 157.82695 4832.84912
2469 0.0024 0.74541 2.09912 83.14973 5247.10693
2470 0.0024 0.74541 2.35102 69.46017 6493.98193
2471 0.0024 0.74541 2.94912 204.40233 4262.73193
2472 0.0024 0.74541 2.55958 233.92659 5001.01318
2473 0.0024 0.74541 2.04048 38.71057 7232.26318
2474 0.0024 0.74541 2.4647 136.36553 4016.63818
2475 0.0024 0.74541 2.27457 97.32406 6124.84131
2476 0.0024 0.74541 2.74746 166.95338 7109.21631
2477 0.0024 0.74541 2.16966 49.57371 4402.18506
2478 0.0024 0.74541 2.12922 48.69333 7844.80591
2479 0.0024 0.74541 2.34011 187.67524 6368.24341
2480 0.0024 0.74541 2.23218 95.59567 5629.96216
2481 0.0024 0.74541 2.69625 163.98844 4645.58716
