#sl_no Z X M/M_Sun L/L_Sun T_eff
4279 0.013 0.71847 4.54128 1991.15851 5229.80347
4280 0.013 0.71847 3.4153 522.22281 3917.30347
4281 0.013 0.71847 8.82934 7591.99363 4442.30347
4282 0.013 0.71847 3.25689 417.81193 5886.05347
4283 0.013 0.71847 3.93825 1019.71976 7461.05347
4284 0.013 0.71847 9.94239 13259.99423 5557.92847
4285 0.013 0.71847 4.22903 1424.92936 4245.42847
4286 0.013 0.71847 10.42595 25892.16315 4376.67847
4287 0.013 0.71847 7.8409 6790.75927 7789.17847
4288 0.013 0.71847 9.42514 17042.28053 5082.14722
4289 0.013 0.71847 6.75947 3576.04282 5475.89722
4290 0.013 0.71847 3.56021 343.72824 4622.77222
4291 0.013 0.71847 7.61159 12195.93806 6722.77222
4292 0.013 0.71847 4.30502 838.90969 6197.77222
4293 0.013 0.71847 4.96421 2559.1174 3966.52222
4294 0.013 0.71847 7.98179 9757.53707 5804.02222
4295 0.013 0.71847 5.45884 1638.09924 6854.02222
4296 0.013 0.71847 7.17289 5283.64901 7214.95972
4297 0.013 0.71847 5.14421 1108.68701 5508.70972
4298 0.013 0.71847 10.99813 39337.69964 7608.70972
4299 0.013 0.71847 5.52404 3025.14684 6230.58472
4300 0.013 0.71847 4.56832 1239.4998 6755.58472
4301 0.013 0.71847 8.88191 11534.43856 7543.08472
4302 0.013 0.71847 6.07444 1936.40618 4393.08472
4303 0.013 0.71847 3.60273 634.77741 4524.33472
4304 0.013 0.71847 9.32773 9164.19066 5389.7644
4305 0.013 0.71847 7.01497 5866.02779 4077.2644
4306 0.013 0.71847 10.75601 27955.61921 4471.0144
4307 0.013 0.71847 5.66518 4197.89543 5192.8894
4308 0.013 0.71847 4.68504 1720.01255 5717.8894
4309 0.013 0.71847 9.10885 16005.95591 4405.3894
4310 0.013 0.71847 6.22965 2687.08631 7555.3894
4311 0.013 0.71847 3.05554 231.02374 5061.6394
4312 0.013 0.71847 3.69478 563.84095 7686.6394
4313 0.013 0.71847 4.52111 666.51951 4044.4519
4314 0.013 0.71847 9.66595 23649.00462 6144.4519
4315 0.013 0.71847 6.93218 3176.41959 6538.2019
4316 0.013 0.71847 3.48183 381.61494 7785.0769
4317 0.013 0.71847 4.21024 931.37669 5160.0769
4318 0.013 0.71847 5.8706 4438.64453 7653.8269
4319 0.013 0.71847 4.85492 1818.65519 7128.8269
4320 0.013 0.71847 3.01948 476.98022 6341.3269
4321 0.013 0.71847 7.80607 6934.26391 6866.3269
4322 0.013 0.71847 8.63496 10535.15649 7604.60815
4323 0.013 0.71847 5.90555 1768.64631 4454.60815
4324 0.013 0.71847 3.18519 371.12139 6948.35815
4325 0.013 0.71847 3.85155 905.76595 4323.35815
4326 0.013 0.71847 10.19642 14721.5484 6620.23315
4327 0.013 0.71847 4.33708 1581.98912 7407.73315
4328 0.013 0.71847 10.69234 18400.45199 7538.98315
4329 0.013 0.71847 3.38 251.17982 4224.92065
4330 0.013 0.71847 7.22631 8912.19625 6324.92065
4331 0.013 0.71847 4.08711 613.03425 6849.92065
4332 0.013 0.71847 8.73809 21751.2761 4749.92065
4333 0.013 0.71847 6.26674 2921.5259 4356.17065
4334 0.013 0.71847 5.18253 1197.04297 4881.17065
4335 0.013 0.71847 8.33281 11139.34722 5143.67065
4336 0.013 0.71847 5.69891 1870.07809 6193.67065
4337 0.013 0.71847 4.60234 1070.71094 7965.54565
4338 0.013 0.71847 6.41733 5102.66716 5471.79565
4339 0.013 0.71847 4.37588 868.66421 5857.34253
4340 0.013 0.71847 3.13827 182.27493 5463.59253
4341 0.013 0.71847 6.7095 6467.3584 7563.59253
4342 0.013 0.71847 7.55531 7230.43504 4216.71753
4343 0.013 0.71847 9.13593 17646.73763 6841.71753
4344 0.013 0.71847 5.95837 3702.87822 6447.96753
4345 0.013 0.71847 4.92751 1517.1881 6972.96753
4346 0.013 0.71847 3.70576 397.91419 5135.46753
4347 0.013 0.71847 7.92278 14118.5283 7235.46753
4348 0.013 0.71847 5.41848 2370.2242 4085.46753
4349 0.013 0.71847 9.69469 11943.54303 4512.03003
4350 0.013 0.71847 4.12367 1283.46248 5299.53003
4351 0.013 0.71847 8.40734 6116.57322 6743.28003
4352 0.013 0.71847 4.64351 2241.66483 4183.90503
4353 0.013 0.71847 3.49218 587.92331 4971.40503
4354 0.013 0.71847 9.0281 8547.13727 5496.40503
4355 0.013 0.71847 3.02846 470.37657 4840.15503
4356 0.013 0.71847 3.3105 309.60292 5676.87378
4357 0.013 0.71847 4.00307 755.6228 7251.87378
4358 0.013 0.71847 6.13788 5625.74514 5545.62378
4359 0.013 0.71847 5.07596 2305.04843 5020.62378
4360 0.013 0.71847 8.16147 8788.80955 4758.12378
4361 0.013 0.71847 5.58172 1475.46888 7908.12378
4362 0.013 0.71847 10.10603 19186.35844 4036.24878
4363 0.013 0.71847 10.59756 15350.32425 5742.49878
4364 0.013 0.71847 6.59107 4025.94237 4429.99878
4365 0.013 0.71847 5.38641 3405.73854 7284.68628
4366 0.013 0.71847 4.4545 1395.44044 7809.68628
4367 0.013 0.71847 8.66063 12985.57855 6497.18628
4368 0.013 0.71847 5.92311 2180.02415 5447.18628
4369 0.013 0.71847 3.19466 292.81027 7153.43628
4370 0.013 0.71847 3.863 714.63833 5578.43628
4371 0.013 0.71847 7.33436 4759.08875 6169.06128
4372 0.013 0.71847 4.7834 998.61665 4462.81128
4373 0.013 0.71847 10.22673 35432.25589 6562.81128
4374 0.013 0.71847 3.269 404.90933 4099.823
4375 0.013 0.71847 3.95289 988.22944 6724.823
4376 0.013 0.71847 6.06094 4709.58661 3968.573
4377 0.013 0.71847 5.01233 1929.66886 4493.573
4378 0.013 0.71847 3.11738 506.09586 5806.073
4379 0.013 0.71847 8.05916 7357.54265 5281.073
4380 0.013 0.71847 9.97935 25092.5783 5609.198
4381 0.013 0.71847 6.50844 3370.31341 4952.948
4382 0.013 0.71847 5.4467 3984.06613 6757.6355
4383 0.013 0.71847 4.50436 1632.39982 6232.6355
4384 0.013 0.71847 8.75757 15190.65632 8070.1355
4385 0.013 0.71847 5.9894 2550.21349 4920.1355
4386 0.013 0.71847 3.23042 219.25603 6626.3855
4387 0.013 0.71847 6.90651 7779.49737 4526.3855
4388 0.013 0.71847 3.90624 535.12044 4001.3855
4389 0.013 0.71847 7.41645 5567.22839 7742.0105
4390 0.013 0.71847 10.3412 26531.63647 7085.7605
4391 0.013 0.71847 4.42486 1136.06888 4280.29175
4392 0.013 0.71847 6.7846 5414.14226 7036.54175
4393 0.013 0.71847 7.63988 9456.21119 5789.66675
4394 0.013 0.71847 4.32102 650.45486 5264.66675
4395 0.013 0.71847 9.23818 23079.00935 7364.66675
4396 0.013 0.71847 6.02506 3099.86059 8020.91675
4397 0.013 0.71847 4.98266 1270.11242 7495.91675
4398 0.013 0.71847 10.65275 45065.28927 5395.91675
4399 0.013 0.71847 8.01146 11819.31107 6708.41675
4400 0.013 0.71847 5.47913 1984.23069 5658.41675
4401 0.013 0.71847 9.57316 13971.67301 5034.97925
4402 0.013 0.71847 7.19955 3664.36236 4247.47925
4403 0.013 0.71847 3.4484 687.75842 4444.35425
4404 0.013 0.71847 8.91493 9998.52445 3919.35425
4405 0.013 0.71847 3.61612 859.62871 7988.10425
4406 0.013 0.71847 3.29824 557.9761 6552.55737
4407 0.013 0.71847 8.52672 8111.76948 6027.55737
4408 0.013 0.71847 3.14526 446.41687 7471.30737
4409 0.013 0.71847 3.80327 1089.53353 5896.30737
4410 0.013 0.71847 4.28272 1218.08642 6880.68237
4411 0.013 0.71847 10.55831 22133.65318 7011.93237
4412 0.013 0.71847 7.94044 5805.01172 5174.43237
4413 0.013 0.71847 7.30719 7671.79255 7897.86987
4414 0.013 0.71847 4.13286 527.71185 7372.86987
4415 0.013 0.71847 8.8359 18723.92318 5272.86987
4416 0.013 0.71847 6.33688 3928.90792 5929.11987
4417 0.013 0.71847 5.24053 1609.79973 5404.11987
4418 0.013 0.71847 3.94117 422.20352 6716.61987
4419 0.013 0.71847 8.42608 14980.34622 4616.61987
4420 0.013 0.71847 5.76269 2514.90654 7766.61987
4421 0.013 0.71847 4.65386 921.68889 6388.49487
4422 0.013 0.71847 9.94977 32702.75574 4288.49487
4423 0.013 0.71847 3.03521 193.40128 7044.74487
4424 0.013 0.71847 6.48915 6862.13647 4944.74487
4425 0.013 0.71847 7.09349 4516.67379 5650.21362
4426 0.013 0.71847 10.8764 33627.43374 4993.96362
4427 0.013 0.71847 5.72859 3232.25954 4665.83862
4428 0.013 0.71847 4.73748 1324.36052 4140.83862
4429 0.013 0.71847 3.56285 847.72741 5453.33862
4430 0.013 0.71847 9.2108 12324.12872 5978.33862
4431 0.013 0.71847 3.08974 277.89532 4534.58862
4432 0.013 0.71847 3.73613 678.23661 6109.58862
4433 0.013 0.71847 9.54479 20357.52494 7717.40112
4434 0.013 0.71847 6.84528 4271.69243 7061.15112
4435 0.013 0.71847 3.43818 328.50159 6208.02612
4436 0.013 0.71847 7.3507 11655.67624 4108.02612
4437 0.013 0.71847 4.15747 801.74724 4633.02612
4438 0.013 0.71847 4.79406 2445.75233 6601.77612
4439 0.013 0.71847 7.70821 9325.29277 7389.27612
4440 0.013 0.71847 5.27174 1565.5339 4239.27612
4441 0.013 0.71847 4.35321 628.1747 6663.29956
4442 0.013 0.71847 9.30699 22288.4796 4563.29956
4443 0.013 0.71847 6.67474 2993.68047 3907.04956
4444 0.013 0.71847 3.51558 449.53959 5153.92456
4445 0.013 0.71847 4.25105 1097.15489 7778.92456
4446 0.013 0.71847 5.9275 5228.69061 5022.67456
4447 0.013 0.71847 4.90198 2142.36243 5547.67456
4448 0.013 0.71847 7.88173 8168.51187 4235.17456
4449 0.013 0.71847 5.39041 1371.33305 7385.17456
4450 0.013 0.71847 7.25317 6180.86409 6696.11206
4451 0.013 0.71847 5.58587 3538.84625 7811.73706
4452 0.013 0.71847 4.61945 1449.97894 7286.73706
4453 0.013 0.71847 8.98133 13493.09861 7024.23706
4454 0.013 0.71847 6.14243 2265.22682 5974.23706
4455 0.013 0.71847 3.01277 194.75414 7680.48706
4456 0.013 0.71847 6.44118 6910.13758 5580.48706
4457 0.013 0.71847 3.64305 475.32066 5055.48706
4458 0.013 0.71847 3.33268 295.88798 6843.76831
4459 0.013 0.71847 7.12514 10498.50161 4743.76831
4460 0.013 0.71847 4.02989 722.14984 4218.76831
4461 0.013 0.71847 6.17901 3441.53602 6975.01831
4462 0.013 0.71847 5.10997 1410.10781 6450.01831
4463 0.013 0.71847 3.84298 369.83015 5662.51831
4464 0.013 0.71847 8.21615 13122.06907 7762.51831
4465 0.013 0.71847 5.61912 2202.93823 4612.51831
4466 0.013 0.71847 4.75862 1009.11304 5334.39331
4467 0.013 0.71847 10.17375 35804.68187 7434.39331
4468 0.013 0.71847 6.63523 4809.1112 8090.64331
4469 0.013 0.71847 3.37248 610.90133 5498.45581
4470 0.013 0.71847 8.71866 8881.18812 4973.45581
4471 0.013 0.71847 3.21607 312.85714 4317.20581
4472 0.013 0.71847 3.88888 763.5651 6942.20581
4473 0.013 0.71847 9.81776 15511.67045 3989.08081
4474 0.013 0.71847 7.3835 4068.25877 5301.58081
4475 0.013 0.71847 10.29526 19388.02492 5957.83081
4476 0.013 0.71847 7.74261 5084.9135 6220.33081
4477 0.013 0.71847 9.33465 12584.56641 6097.28394
4478 0.013 0.71847 7.02018 3300.56475 7409.78394
4479 0.013 0.71847 10.76399 24573.28722 8066.03394
4480 0.013 0.71847 8.09512 6444.85657 4128.53394
4481 0.013 0.71847 5.66938 4612.12168 6294.15894
4482 0.013 0.71847 4.68852 1889.73435 6819.15894
4483 0.013 0.71847 3.52603 495.62221 7606.65894
4484 0.013 0.71847 5.15568 2952.23386 4456.65894
4485 0.013 0.71847 3.05781 396.52973 6425.40894
4486 0.013 0.71847 3.69752 967.77803 4850.40894
4487 0.013 0.71847 4.52446 818.69004 7442.59644
4488 0.013 0.71847 9.67313 29048.21878 5342.59644
4489 0.013 0.71847 6.93732 6095.29188 5998.84644
4490 0.013 0.71847 7.44954 8517.39928 6851.97144
4491 0.013 0.71847 4.21337 585.87775 6326.97144
4492 0.013 0.71847 9.00802 20787.7271 4226.97144
4493 0.013 0.71847 5.87495 4361.9633 4883.22144
4494 0.013 0.71847 4.85853 1787.23642 4358.22144
4495 0.013 0.71847 3.65388 468.73999 7770.72144
4496 0.013 0.71847 5.34262 2792.10667 6720.72144
4497 0.013 0.71847 5.311 2871.05414 5719.94019
4498 0.013 0.71847 4.39214 1176.36307 5194.94019
4499 0.013 0.71847 8.53938 10946.90582 4932.44019
4500 0.013 0.71847 5.84018 1837.77095 8082.44019
4501 0.013 0.71847 3.14993 246.84048 5588.69019
4502 0.013 0.71847 3.80892 602.44358 7163.69019
4503 0.013 0.71847 7.5834 5014.51439 4604.31519
4504 0.013 0.71847 4.94583 1052.21353 6048.06519
4505 0.013 0.71847 10.57399 37333.94487 3948.06519
4506 0.013 0.71847 3.34259 364.70997 7262.12769
4507 0.013 0.71847 4.04187 890.1181 5687.12769
4508 0.013 0.71847 5.12516 2715.33009 7655.87769
4509 0.013 0.71847 8.24058 10353.15299 6343.37769
4510 0.013 0.71847 5.63583 1738.09148 5293.37769
4511 0.013 0.71847 9.73072 18082.56904 6671.50269
4512 0.013 0.71847 10.20399 14467.22154 7327.75269
4513 0.013 0.71847 6.34629 3794.33028 6015.25269
4514 0.00609 0.73603 5.24807 2818.38293 6000.0
4515 0.00609 0.73603 4.3401 1154.78198 6525.0
4516 0.00609 0.73603 8.4382 10746.07828 7312.5
4517 0.00609 0.73603 5.77099 1804.05594 4162.5
4518 0.00609 0.73603 3.11261 242.31204 6131.25
4519 0.00609 0.73603 3.76379 591.39139 4556.25
4520 0.00609 0.73603 7.49355 4922.52012 7115.625
4521 0.00609 0.73603 4.88723 1032.91004 5671.875
4522 0.00609 0.73603 10.44871 36649.0313 7771.875
4523 0.00609 0.73603 3.38235 358.01914 4457.8125
4524 0.00609 0.73603 4.08996 873.78835 6032.8125
4525 0.00609 0.73603 6.2711 6505.50852 4589.0625
4526 0.00609 0.73603 5.18613 2665.51573 4064.0625
4527 0.00609 0.73603 8.33861 10163.2182 5901.5625
4528 0.00609 0.73603 5.70287 1706.20516 6951.5625
4529 0.00609 0.73603 9.84649 17750.83348 5048.4375
4530 0.00609 0.73603 10.32538 14201.8117 4917.1875
4531 0.00609 0.73603 6.42179 3724.72102 5704.6875
4532 0.00609 0.73603 9.4457 12353.695 5655.46875
4533 0.00609 0.73603 4.01776 1327.53774 4342.96875
4534 0.00609 0.73603 10.89204 24122.47556 4211.71875
4535 0.00609 0.73603 8.19142 6326.62182 7624.21875
4536 0.00609 0.73603 5.73683 4527.50955 5983.59375
4537 0.00609 0.73603 4.7443 1855.06604 5458.59375
4538 0.00609 0.73603 3.56798 486.52972 4146.09375
4539 0.00609 0.73603 5.21701 2898.07336 7296.09375
4540 0.00609 0.73603 3.09419 389.25516 5852.34375
4541 0.00609 0.73603 3.74151 950.02356 7427.34375
4542 0.00609 0.73603 4.47086 803.67068 4835.15625
4543 0.00609 0.73603 9.55852 28515.31182 6935.15625
4544 0.00609 0.73603 6.85513 5983.4701 6278.90625
4545 0.00609 0.73603 7.36128 8361.1425 5425.78125
4546 0.00609 0.73603 4.16345 575.12947 5950.78125
4547 0.00609 0.73603 8.90129 20406.36381 8050.78125
4548 0.00609 0.73603 5.80535 4281.94047 7394.53125
4549 0.00609 0.73603 4.80096 1754.4485 7919.53125
4550 0.00609 0.73603 3.61059 460.14067 3982.03125
4551 0.00609 0.73603 5.27932 2740.88381 5032.03125
4552 0.00609 0.73603 3.29319 298.67255 5433.98438
4553 0.00609 0.73603 3.98215 728.94593 8058.98437
4554 0.00609 0.73603 6.10579 3473.924 5302.73438
4555 0.00609 0.73603 5.04943 1423.37821 5827.73437
4556 0.00609 0.73603 3.79745 373.31059 6090.23438
4557 0.00609 0.73603 8.11881 13245.55964 3990.23438
4558 0.00609 0.73603 5.55255 2223.66987 7140.23437
4559 0.00609 0.73603 4.70224 1018.60971 6943.35938
4560 0.00609 0.73603 10.05321 36141.63641 4843.35938
4561 0.00609 0.73603 6.55662 4854.3693 4187.10938
4562 0.00609 0.73603 3.4126 616.65046 6254.29688
4563 0.00609 0.73603 8.82238 8964.76816 6779.29687
4564 0.00609 0.73603 3.25433 315.80141 7960.54687
4565 0.00609 0.73603 3.93515 770.75094 5335.54688
4566 0.00609 0.73603 9.93456 15657.64934 7763.67188
4567 0.00609 0.73603 7.47134 4106.54478 6976.17188
4568 0.00609 0.73603 10.41774 19570.48383 6319.92188
4569 0.00609 0.73603 7.83472 5132.76715 5532.42188
4570 0.00609 0.73603 4.40499 634.0864 5056.64062
4571 0.00609 0.73603 9.41771 22498.23442 7156.64063
4572 0.00609 0.73603 6.75414 3021.85372 7812.89062
4573 0.00609 0.73603 3.5574 453.77016 6566.01562
4574 0.00609 0.73603 4.30163 1107.48012 3941.01562
4575 0.00609 0.73603 5.99802 5277.89733 6697.26562
4576 0.00609 0.73603 4.9603 2162.52401 6172.26562
4577 0.00609 0.73603 7.9755 8245.38497 8009.76563
4578 0.00609 0.73603 5.45454 1384.23854 4859.76563
4579 0.00609 0.73603 9.53019 9746.9152 4236.32813
4580 0.00609 0.73603 7.16723 6239.03163 5023.82813
4581 0.00609 0.73603 10.98947 29733.23665 5680.07812
4582 0.00609 0.73603 5.51968 3572.15 3908.20312
4583 0.00609 0.73603 4.56472 1463.62456 4433.20312
4584 0.00609 0.73603 8.87491 13620.08091 5220.70313
4585 0.00609 0.73603 6.06966 2286.54466 6270.70312
4586 0.00609 0.73603 6.36486 6975.16824 6139.45312
4587 0.00609 0.73603 3.59989 479.79386 6664.45312
4588 0.00609 0.73603 7.00944 4433.81271 6069.72656
4589 0.00609 0.73603 10.74753 33010.51834 6725.97656
4590 0.00609 0.73603 5.66071 3172.9618 7054.10156
4591 0.00609 0.73603 4.68135 1300.06433 7579.10156
4592 0.00609 0.73603 3.52064 832.17534 6791.60156
4593 0.00609 0.73603 9.10167 12098.0352 6266.60156
4594 0.00609 0.73603 3.05314 272.79716 7185.35156
4595 0.00609 0.73603 3.69187 665.79395 5610.35156
4596 0.00609 0.73603 9.65834 19984.05396 4002.53906
4597 0.00609 0.73603 6.92672 4193.32568 4658.78906
4598 0.00609 0.73603 3.47908 322.47503 5511.91406
4599 0.00609 0.73603 7.43815 11441.84588 7611.91406
4600 0.00609 0.73603 4.20693 787.03871 7086.91406
4601 0.00609 0.73603 4.8511 2400.88354 5118.16406
4602 0.00609 0.73603 7.79991 9154.21469 4855.66406
4603 0.00609 0.73603 5.33445 1536.81324 8005.66406
4604 0.00609 0.73603 3.33747 547.7397 5200.19531
4605 0.00609 0.73603 8.62816 7962.95422 5725.19531
4606 0.00609 0.73603 3.18268 438.22709 4806.44531
4607 0.00609 0.73603 3.84851 1069.54539 6381.44531
4608 0.00609 0.73603 4.33367 1195.73989 5397.07031
4609 0.00609 0.73603 10.68392 21727.59807 5265.82031
4610 0.00609 0.73603 8.0349 5698.5153 6578.32031
4611 0.00609 0.73603 7.22062 7531.04892 4379.88281
4612 0.00609 0.73603 4.08389 518.03067 4904.88281
4613 0.00609 0.73603 8.73121 18380.4216 7004.88281
4614 0.00609 0.73603 6.2618 3856.82975 6348.63281
4615 0.00609 0.73603 5.17844 1580.26699 6873.63281
4616 0.00609 0.73603 3.89448 414.45794 5036.13281
4617 0.00609 0.73603 8.32625 14705.5228 7136.13281
4618 0.00609 0.73603 5.69442 2468.76908 3986.13281
4619 0.00609 0.73603 4.59872 904.77995 5889.25781
4620 0.00609 0.73603 9.83188 32102.80411 7989.25781
4621 0.00609 0.73603 6.41227 6736.24647 7333.00781
4622 0.00609 0.73603 4.37243 1146.76032 7997.46094
4623 0.00609 0.73603 6.70421 5465.09425 5241.21094
4624 0.00609 0.73603 7.54936 9545.20272 6488.08594
4625 0.00609 0.73603 4.26983 656.57623 7013.08594
4626 0.00609 0.73603 9.12873 23296.20376 4913.08594
4627 0.00609 0.73603 5.95368 3129.03309 4256.83594
4628 0.00609 0.73603 4.92363 1282.06533 4781.83594
4629 0.00609 0.73603 3.70284 336.24835 7144.33594
4630 0.00609 0.73603 7.91654 11930.54151 5044.33594
4631 0.00609 0.73603 5.41421 2002.9041 6094.33594
4632 0.00609 0.73603 9.68705 14103.15913 6717.77344
4633 0.00609 0.73603 7.2852 3698.84733 8030.27344
4634 0.00609 0.73603 3.48943 694.23085 7308.39844
4635 0.00609 0.73603 9.02098 10092.61964 7833.39844
4636 0.00609 0.73603 3.02607 355.53217 6914.64844
4637 0.00609 0.73603 3.65914 867.7186 4289.64844
4638 0.00609 0.73603 3.30789 408.7199 7620.11719
4639 0.00609 0.73603 3.99992 997.52958 4995.11719
4640 0.00609 0.73603 6.13304 4753.90809 7751.36719
4641 0.00609 0.73603 5.07196 1947.82879 7226.36719
4642 0.00609 0.73603 3.15447 510.85869 6438.86719
4643 0.00609 0.73603 8.15503 7426.7838 6963.86719
4644 0.00609 0.73603 10.09807 25328.72223 6110.74219
4645 0.00609 0.73603 6.58587 3402.03111 6766.99219
4646 0.00609 0.73603 4.45099 1647.76218 5487.30469
4647 0.00609 0.73603 8.6538 15333.61417 4174.80469
4648 0.00609 0.73603 5.91844 2574.21331 7324.80469
4649 0.00609 0.73603 3.19214 221.31942 5093.55469
4650 0.00609 0.73603 6.82468 7852.70949 7193.55469
4651 0.00609 0.73603 3.85995 540.15641 7718.55469
4652 0.00609 0.73603 7.32857 5619.62106 3977.92969
4653 0.00609 0.73603 10.21867 26781.32324 4634.17969
4654 0.00609 0.73603 3.27127 306.04904 6043.06641
4655 0.00609 0.73603 3.95564 746.94911 4468.06641
4656 0.00609 0.73603 6.06515 5561.16801 6174.31641
4657 0.00609 0.73603 5.01582 2278.5891 6699.31641
4658 0.00609 0.73603 8.06477 8687.92405 7486.81641
4659 0.00609 0.73603 5.51559 1458.53218 4336.81641
4660 0.00609 0.73603 9.98629 18966.12094 7683.69141
4661 0.00609 0.73603 10.47199 15174.12005 6502.44141
4662 0.00609 0.73603 6.51297 3979.72915 7289.94141
4663 0.00609 0.73603 5.45049 3366.64455 4435.25391
4664 0.00609 0.73603 4.5075 1379.42237 3910.25391
4665 0.00609 0.73603 8.76366 12836.51893 5747.75391
4666 0.00609 0.73603 5.99357 2154.99996 6797.75391
4667 0.00609 0.73603 3.23266 289.44914 4566.50391
4668 0.00609 0.73603 3.90895 706.43509 6141.50391
4669 0.00609 0.73603 7.42161 4704.45984 5550.87891
4670 0.00609 0.73603 4.84031 987.15367 7257.12891
4671 0.00609 0.73603 10.3484 35025.53403 5157.12891
4672 0.00609 0.73603 4.42793 858.69294 6420.41016
4673 0.00609 0.73603 6.78932 6393.12051 4714.16016
4674 0.00609 0.73603 7.6452 7147.4379 8061.03516
4675 0.00609 0.73603 9.24461 17444.17322 5436.03516
4676 0.00609 0.73603 6.02926 3660.3734 5829.78516
4677 0.00609 0.73603 4.98613 1499.77252 5304.78516
4678 0.00609 0.73603 3.74985 393.34659 6617.28516
4679 0.00609 0.73603 8.01703 13956.46371 4517.28516
4680 0.00609 0.73603 5.48294 2343.01674 7667.28516
4681 0.00609 0.73603 9.57982 11806.44479 7240.72266
4682 0.00609 0.73603 4.07481 1268.7298 6978.22266
4683 0.00609 0.73603 8.30773 6046.36194 5009.47266
4684 0.00609 0.73603 3.4508 581.17462 6781.34766
4685 0.00609 0.73603 8.92113 8449.02588 6256.34766
4686 0.00609 0.73603 8.53265 10708.68954 4148.14453
4687 0.00609 0.73603 5.83558 1797.7791 7298.14453
4688 0.00609 0.73603 3.14745 377.23443 5329.39453
4689 0.00609 0.73603 3.80591 920.68555 7954.39453
4690 0.00609 0.73603 10.07561 14964.03889 5132.51953
4691 0.00609 0.73603 4.2857 1608.04733 4870.01953
4692 0.00609 0.73603 10.56566 18703.54066 4738.76953
4693 0.00609 0.73603 3.42021 255.3172 8052.83203
4694 0.00609 0.73603 7.31228 9058.99621 5952.83203
4695 0.00609 0.73603 4.13574 623.13203 5427.83203
4696 0.00609 0.73603 8.84205 22109.5589 7527.83203
4697 0.00609 0.73603 6.34129 2969.64871 7921.58203
4698 0.00609 0.73603 5.24418 1216.76043 7396.58203
4699 0.00609 0.73603 8.43194 11322.83238 6609.08203
4700 0.00609 0.73603 5.7667 1900.88165 5559.08203
4701 0.00609 0.73603 4.6571 1088.34749 4312.20703
4702 0.00609 0.73603 6.49367 5186.71731 6805.95703
4703 0.00609 0.73603 9.4387 9315.14143 6855.17578
4704 0.00609 0.73603 7.09843 5962.65186 7642.67578
4705 0.00609 0.73603 10.88396 28416.09874 7248.92578
4706 0.00609 0.73603 5.73257 4267.04235 6527.05078
4707 0.00609 0.73603 4.74078 1748.34426 6002.05078
4708 0.00609 0.73603 9.21721 16269.6029 7839.55078
